,Type,Case Workclass,Status,Issued Date,Applied Date,Expiration Date,Finalized Date,AddressLine1,AddressLine2,AddressLine3,PostalCode,Description
175,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-02-24 13:09:39+00:00,2022-12-06 18:34:03.287000+00:00,2023-09-27 16:09:05+00:00,2023-04-01 04:00:00+00:00,3475,Ridgeline,,48105,Bora 9.2kW Residential Roof Solar System
176,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Void,,2022-12-06 23:01:35.133000+00:00,,,1121,Kay,,48103,"24 panel solar array roof mounted on residence, grid tied **CANCELLED BY CONTRACTOR ON 2/6/23**"
177,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2022-12-14 22:54:30+00:00,2022-12-07 17:19:27.330000+00:00,2023-09-25 14:00:46+00:00,2023-03-28 04:00:00+00:00,2224,Prairie,,48105,"Installation of a roof-mounted solar array consisting of (21) solar panels with micro-inverters, a service upgrade form 100A to 200A, installation of a SPAN smart panel, and a Level 2 EV charger."
178,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2022-12-14 22:54:30+00:00,2022-12-07 17:19:27.330000+00:00,2023-09-25 14:00:46+00:00,2023-03-28 04:00:00+00:00,2224,Prairie,,48105,"Installation of a roof-mounted solar array consisting of (21) solar panels with micro-inverters, a service upgrade form 100A to 200A, installation of a SPAN smart panel, and a Level 2 EV charger."
179,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-01-11 16:38:02+00:00,2022-12-15 19:00:26.610000+00:00,2023-07-18 13:47:11+00:00,2023-01-20 05:00:00+00:00,1050,Olivia,,48104,5.04 kW Roof Mounted 14 Panel Solar Array
180,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-01-11 16:38:18+00:00,2022-12-15 19:18:10.640000+00:00,2023-10-17 15:04:17+00:00,2023-04-21 04:00:00+00:00,1165,Wendy,,48103,5.04 kW Roof Mounted 14 Panel Solar Array with Battery Backup
181,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-01-11 16:38:27+00:00,2022-12-15 19:28:41.560000+00:00,2023-07-24 13:31:33+00:00,2023-01-26 05:00:00+00:00,1506,Granger,,48104,6.84kW Roof Mounted 19 Panel Solar Array
182,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-01-11 16:37:51+00:00,2022-12-27 19:43:49.110000+00:00,2024-02-06 15:11:28+00:00,2023-08-11 04:00:00+00:00,2008,Day,,48104,Installation of a roof-mounted solar array consisting of (32) solar panels with micro-inverters and (2) Tesla Powerwall batteries.
183,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Void,,2023-01-02 20:42:23.393000+00:00,,,2765,Nixon,,48105,"*permit cancelled by contractor over email* 31 panel solar array, roof mounted on residence, grid tied"
184,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Void,,2023-01-02 21:12:54.637000+00:00,,,2227,Medford,,48104,"*permit cancelled by contractor over email* Install 17 panel solar array on residence roof, grid tied"
185,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Void,,2023-01-02 21:40:08.130000+00:00,,,1310,Iroquois,,48104,"*permit cancelled by contractor over email* Install 28 panel solar array on residence roof, grid tied"
186,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Void,,2023-01-02 22:17:59.333000+00:00,,,414,Madison,,48103,"*permit cancelled by contractor over email* Install 28 panel solar array on r3esidence roof, grid tied"
187,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Void,,2023-01-02 22:48:58.467000+00:00,,,2861,Provincial,,48104,"*permit cancelled by contractor over email* Install 23 panel solar array on residence roof, grid tied"
188,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Void,,2023-01-02 23:14:55.163000+00:00,,,1121,Clair,,48103,"*permit cancelled by contractor over email* Install12 panel solar array on residence roof, Grid Tied"
189,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-03-14 20:04:08+00:00,2023-01-11 18:28:50.657000+00:00,2023-10-16 14:05:54+00:00,2023-04-19 04:00:00+00:00,2091,Ascot,,48103,4kW Ballast / Pitched Roof Mounted Solar Array
190,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Expired,2023-01-20 20:00:42+00:00,2023-01-11 18:57:14.153000+00:00,2023-07-19 19:00:24+00:00,2023-07-19 04:00:00+00:00,3455,Ridgeline,,48105,Krans 5.6 kW Roof Mounted Solar Array
191,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Expired,2023-02-24 13:09:27+00:00,2023-01-11 20:35:07.037000+00:00,2024-04-09 00:05:51+00:00,2024-04-08 04:00:00+00:00,2602,Salisbury,,48103,Elder 5.6 kW Roof Mounted Solar Array
192,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-03-14 20:04:08+00:00,2023-01-11 18:28:50.657000+00:00,2023-10-16 14:05:54+00:00,2023-04-19 04:00:00+00:00,2091,Ascot,,48103,4kW Ballast / Pitched Roof Mounted Solar Array
193,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Expired,2023-01-20 20:00:42+00:00,2023-01-11 18:57:14.153000+00:00,2023-07-19 19:00:24+00:00,2023-07-19 04:00:00+00:00,3455,Ridgeline,,48105,Krans 5.6 kW Roof Mounted Solar Array
194,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Expired,2023-02-24 13:09:27+00:00,2023-01-11 20:35:07.037000+00:00,2024-04-09 00:05:51+00:00,2024-04-08 04:00:00+00:00,2602,Salisbury,,48103,Elder 5.6 kW Roof Mounted Solar Array
195,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-02-15 18:56:35+00:00,2023-01-13 21:14:59.130000+00:00,2023-09-20 14:46:47+00:00,2023-03-25 04:00:00+00:00,218,Crest,,48103,Sand 4kW Roof Mounted Solar Array
196,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-01-26 23:19:17+00:00,2023-01-13 22:15:13.350000+00:00,2023-11-06 20:52:41+00:00,2023-05-11 04:00:00+00:00,2008,Stadium,,48104,Bennett 8.8 kW Roof Mounted Solar Array
197,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-03-03 18:51:21+00:00,2023-01-13 23:44:38.463000+00:00,2024-02-05 16:36:34+00:00,2023-10-03 04:00:00+00:00,1100,Clague,,48103,Rybicki 6 kW Roof Mounted Solar Array
198,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-01-26 23:18:21+00:00,2023-01-17 14:13:06.157000+00:00,2023-08-14 15:27:14+00:00,2023-03-08 05:00:00+00:00,2020,Winewood,,48103,Roof Mount Solar
199,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Expired,2023-10-14 19:40:29+00:00,2023-01-17 18:28:58.030000+00:00,2024-04-11 19:40:25+00:00,2024-04-11 04:00:00+00:00,2600,Emerald,,48104,Simmons-10.4 kW Roof Mounted Solar Array
200,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-01-26 23:18:09+00:00,2023-01-20 17:21:48.240000+00:00,2024-05-06 16:20:45+00:00,2023-07-25 04:00:00+00:00,817,Edgewood,,48103,Howard - 4.4 kW Roof Mounted Solar Array
201,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-01-26 21:58:36+00:00,2023-01-20 20:40:28.393000+00:00,2024-02-26 15:25:42+00:00,2023-08-30 04:00:00+00:00,1409,Pomona,,48103,Durham - 4kW Roof Mounted Solar Array
202,Building (Residential) - Solar - Ground,Solar - Ground/Roof,Expired,2023-02-15 14:32:40+00:00,2023-01-26 16:32:27.223000+00:00,2023-08-14 13:30:37+00:00,2023-08-14 04:00:00+00:00,2073,Garden,,48103,Installing solar panels on roof of house
203,Electrical (Commercial) - Solar - Ground/Roof,Solar [Ground/Roof],Final,2023-03-03 13:12:32+00:00,2023-02-01 21:38:18.157000+00:00,2024-01-08 14:55:58+00:00,2023-06-30 04:00:00+00:00,2751,Packard,,48108,186.76 kW roof mount array
204,Electrical (Commercial) - Solar - Ground/Roof,Solar [Ground/Roof],Final,2023-02-09 22:31:20+00:00,2023-02-01 22:03:42.143000+00:00,2023-09-25 13:19:37+00:00,2023-03-25 04:00:00+00:00,2120,Traver,,48105,11.4 kW roof mount array
205,Electrical (Commercial) - Solar - Ground/Roof,Solar [Ground/Roof],Final,2023-03-03 13:13:07+00:00,2023-02-01 23:35:01.590000+00:00,2023-11-06 17:08:29+00:00,2023-05-05 04:00:00+00:00,1500,Scio Church,,48103,44 kW roof mount array
206,Building (Commercial) - Solar - Ground/Roof,Solar - Ground/Roof,Final,2023-02-06 17:59:08+00:00,2023-02-02 21:17:00.263000+00:00,2023-09-25 13:19:37+00:00,2023-03-28 04:00:00+00:00,2120,Traver,,48105,11.04 kW roof mount array
207,Building (Commercial) - Solar - Ground/Roof,Solar - Ground/Roof,Expired,2023-02-14 18:41:00+00:00,2023-02-02 21:26:46.760000+00:00,2024-01-08 14:44:31+00:00,2024-01-08 05:00:00+00:00,2751,Packard,,48108,186.76 kW roof mount array
208,Electrical (Commercial) - Solar - Ground/Roof,Solar [Ground/Roof],Final,2023-03-03 13:12:32+00:00,2023-02-01 21:38:18.157000+00:00,2024-01-08 14:55:58+00:00,2023-06-30 04:00:00+00:00,2751,Packard,,48108,186.76 kW roof mount array
209,Electrical (Commercial) - Solar - Ground/Roof,Solar [Ground/Roof],Final,2023-02-09 22:31:20+00:00,2023-02-01 22:03:42.143000+00:00,2023-09-25 13:19:37+00:00,2023-03-25 04:00:00+00:00,2120,Traver,,48105,11.4 kW roof mount array
210,Electrical (Commercial) - Solar - Ground/Roof,Solar [Ground/Roof],Final,2023-03-03 13:13:07+00:00,2023-02-01 23:35:01.590000+00:00,2023-11-06 17:08:29+00:00,2023-05-05 04:00:00+00:00,1500,Scio Church,,48103,44 kW roof mount array
211,Building (Commercial) - Solar - Ground/Roof,Solar - Ground/Roof,Final,2023-02-21 19:22:32+00:00,2023-02-10 20:08:04.560000+00:00,2023-11-06 17:08:29+00:00,2023-05-09 04:00:00+00:00,1500,Scio Church,,48103,44 kW Roof Mount Array
212,Building (Commercial) - Solar - Ground/Roof,Solar - Ground/Roof,Issued,2023-05-18 00:32:03+00:00,2023-02-10 20:50:18.293000+00:00,2024-06-03 15:01:42+00:00,2023-11-13 05:00:00+00:00,2781,Packard,,48108,48.3 kW Roof Mount Array
213,Electrical (Commercial) - Solar - Ground/Roof,Solar [Ground/Roof],Final,2023-06-13 14:58:29+00:00,2023-02-10 21:05:05.173000+00:00,2024-06-03 15:01:42+00:00,2023-12-04 05:00:00+00:00,2781,Packard,,48108,48.3 kW Roof Mount Array
214,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-03-03 18:51:30+00:00,2023-02-14 16:20:40.460000+00:00,2023-10-23 18:50:10+00:00,2023-04-28 04:00:00+00:00,1015,Duncan,,48103,10.26 kW Roof Mount Array
215,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-03-03 18:51:44+00:00,2023-02-14 18:32:29.187000+00:00,2023-10-16 14:03:19+00:00,2023-04-18 04:00:00+00:00,2011,Brampton,,48103,5.6 kW Roof Mount Array
216,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-03-03 18:52:16+00:00,2023-02-14 21:54:37.023000+00:00,2023-09-19 14:36:46+00:00,2023-03-24 04:00:00+00:00,1121,Kay,,48103,Install 24 panel solar array on roof of residence
217,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-03-03 18:52:28+00:00,2023-02-14 22:10:41.200000+00:00,2023-09-19 14:26:53+00:00,2023-03-24 04:00:00+00:00,2227,Medford,,48104,"Install 17 panel solar array on residence roof top, grid tied"
218,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-03-03 18:52:42+00:00,2023-02-14 23:06:18.270000+00:00,2023-11-08 15:27:18+00:00,2023-05-13 04:00:00+00:00,2765,Nixon,,48105,"Install 31 panel solar array on residence roof top, grid tied"
219,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-03-03 18:52:53+00:00,2023-02-15 18:36:34.193000+00:00,2024-02-05 17:03:35+00:00,2023-08-09 04:00:00+00:00,1156,Kay,,48103,Saigal- 4 kW Roof Mounted Solar Array
220,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-03-14 20:04:18+00:00,2023-02-15 21:40:27.573000+00:00,2023-10-23 18:46:31+00:00,2023-04-25 04:00:00+00:00,2241,Independence,,48104,5.2 kW Roof Mount Array
221,Building (Commercial) - Solar - Ground/Roof,Solar - Ground/Roof,Final,2023-03-10 14:20:00+00:00,2023-02-16 00:29:43.580000+00:00,2023-12-18 15:07:30+00:00,2023-06-21 04:00:00+00:00,3465,Huron River,,48104,24.3 kW Ground Mount Array
222,Building (Commercial) - Solar - Ground/Roof,Solar - Ground/Roof,Expired,2023-07-12 09:07:24+00:00,2023-02-16 00:48:48.273000+00:00,2024-05-13 16:30:19+00:00,2024-05-13 04:00:00+00:00,2120,Traver,,48105,32.86 kW Ground Mount Array
223,Electrical (Commercial) - Solar - Ground/Roof,Solar [Ground/Roof],Final,2023-03-14 20:08:42+00:00,2023-02-16 01:00:10.493000+00:00,2024-05-13 16:30:19+00:00,2023-11-03 04:00:00+00:00,2120,Traver,,48105,32.86 kW Ground Mount Array
224,Electrical (Commercial) - Solar - Ground/Roof,Solar [Ground/Roof],Final,2023-03-14 20:09:15+00:00,2023-02-16 01:07:30.013000+00:00,2023-12-18 15:07:30+00:00,2023-06-20 04:00:00+00:00,3465,Huron River,,48104,24.3 kW Ground Mount Array
225,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-03-03 18:52:53+00:00,2023-02-15 18:36:34.193000+00:00,2024-02-05 17:03:35+00:00,2023-08-09 04:00:00+00:00,1156,Kay,,48103,Saigal- 4 kW Roof Mounted Solar Array
226,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-03-14 20:04:18+00:00,2023-02-15 21:40:27.573000+00:00,2023-10-23 18:46:31+00:00,2023-04-25 04:00:00+00:00,2241,Independence,,48104,5.2 kW Roof Mount Array
227,Electrical (Residential) - Solar - Ground,Solar [Ground/Roof],Withdrawn,,2023-02-23 21:37:35.583000+00:00,,,3428,Ashburnam,,48105,"5.53 kW PV Solar Panel Installation on Roof **VOID AS DUPLICATE, CANCELLED BY CONTRACTO- SEE EMAIL***"
228,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-03-14 20:05:17+00:00,2023-02-27 15:12:37.493000+00:00,2023-11-06 17:12:02+00:00,2023-05-11 04:00:00+00:00,1121,Clair,,48103,"Installation of 12 panel solar array on residence roof, grid tied"
229,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-03-14 20:06:24+00:00,2023-02-27 21:00:16.473000+00:00,2023-11-15 15:06:23+00:00,2023-05-20 04:00:00+00:00,2861,Provincial,,48104,"Install 23 panel array on residence roof top, grid tied"
230,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-03-14 20:06:46+00:00,2023-02-27 21:15:27.533000+00:00,2023-11-07 14:17:55+00:00,2023-05-12 04:00:00+00:00,1310,Iroquois,,48104,"Install 28 panel solar array on residence roof top, grid tied"
231,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-03-23 20:53:34+00:00,2023-03-15 16:05:17.587000+00:00,2023-11-29 20:17:37+00:00,2023-06-03 04:00:00+00:00,1115,Baldwin,,48104,"8.03 kW Roof Mounted, 22 Panel Solar Array."
232,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-03-23 20:53:34+00:00,2023-03-15 16:05:17.587000+00:00,2023-11-29 20:17:37+00:00,2023-06-03 04:00:00+00:00,1115,Baldwin,,48104,"8.03 kW Roof Mounted, 22 Panel Solar Array."
233,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-03-27 14:01:33+00:00,2023-03-20 14:55:37.067000+00:00,2024-02-05 16:59:17+00:00,2023-08-11 19:07:27+00:00,3630,Terhune,,48104,Installing 33 roof mounted solar panels.
234,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-03-23 20:27:40+00:00,2023-03-20 14:59:34.093000+00:00,2023-10-16 14:48:07+00:00,2023-04-18 04:00:00+00:00,1045,Hasper,,48103,Installation of a roof-mounted solar array consisting of (15) solar panels with micro-inverters and a surge arrester.
235,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-03-27 14:01:45+00:00,2023-03-22 19:29:36.883000+00:00,2023-11-08 20:12:01+00:00,2023-05-15 04:00:00+00:00,1449,Morehead,,48103,"Install 22 panel solar array on residence roof top, grid tied"
236,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-03-27 14:01:58+00:00,2023-03-22 19:43:12.123000+00:00,2023-11-08 00:33:55+00:00,2023-05-12 04:00:00+00:00,1365,Folkstone,,48105,"Install 18 panel solar array on residence roof top, grid tied"
237,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-03-27 14:01:45+00:00,2023-03-22 19:29:36.883000+00:00,2023-11-08 20:12:01+00:00,2023-05-15 04:00:00+00:00,1449,Morehead,,48103,"Install 22 panel solar array on residence roof top, grid tied"
238,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-03-27 14:01:58+00:00,2023-03-22 19:43:12.123000+00:00,2023-11-08 00:33:55+00:00,2023-05-12 04:00:00+00:00,1365,Folkstone,,48105,"Install 18 panel solar array on residence roof top, grid tied"
239,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-03-30 18:23:22+00:00,2023-03-23 20:40:06.270000+00:00,2024-02-26 18:13:44+00:00,2023-08-30 04:00:00+00:00,548,Main,,48104,"Install 18 panel solar array on residence roof top, grid tied"
240,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-03-30 18:23:39+00:00,2023-03-23 21:16:23.170000+00:00,2024-03-18 13:14:12+00:00,2023-09-19 04:00:00+00:00,542,Main,,48104,"Install 18 panel solar array on residence roof top with battery storage, grid tied"
241,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-03-30 18:23:55+00:00,2023-03-23 21:48:59.030000+00:00,2024-02-26 16:38:16+00:00,2023-08-30 13:11:42+00:00,544,Main,,48104,"Install 18 panel solar array on residence roof top with battery storage, grid tied"
242,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-03-30 18:24:12+00:00,2023-03-27 19:54:03.213000+00:00,2023-10-24 13:41:21+00:00,2023-04-28 04:00:00+00:00,448,Second,,48103,8.76 kW Roof Mount System
243,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-03-30 18:33:33+00:00,2023-03-27 20:27:28.073000+00:00,2023-11-20 16:01:56+00:00,2023-05-24 04:00:00+00:00,3810,Tremont,,48105,7.38 kW Roof Mount System
244,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-03-30 19:17:35+00:00,2023-03-27 21:11:14.533000+00:00,2023-11-29 15:47:23+00:00,2023-06-03 04:00:00+00:00,1437,Ardmoor,,48103,8.2 kW Roof Mount System
245,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-03-30 19:17:01+00:00,2023-03-29 18:38:08.640000+00:00,2024-01-03 15:50:18+00:00,2023-07-04 04:00:00+00:00,920,Lincoln,,48104,12.19 kW Array
246,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-03-30 19:16:49+00:00,2023-03-29 20:41:15.593000+00:00,2023-12-11 15:32:27+00:00,2023-06-15 04:00:00+00:00,2719,Manchester,,48104,5.74 kW Array
247,Building (Residential) - Solar - Ground,Solar - Ground/Roof,Withdrawn,,2023-03-30 20:36:28.133000+00:00,,,1304,Horman,,48104,"installation of 21 panel roof mounted solar array with battery backup *PERMIT PULLED BY MISTAKE, WITHDRAWN BY CONTRACTOR SEE EMAIL*"
248,Building (Residential) - Solar - Ground,Solar - Ground/Roof,Void,,2023-04-04 21:24:47.200000+00:00,,,3428,Ashburnam,,48105,**VOIDED.  NOT REQUIRED.  QUALIFIES FOR EXPEDITED SOLAR PERMIT**  5.53 kW PV Solar Panel Installation on Roof
249,Building (Residential) - Solar - Ground,Solar - Ground/Roof,Void,,2023-04-04 22:14:50.650000+00:00,,,3298,Turnberry,,48108,**VOIDED.  NOT REQUIRED.  QUALIFIES FOR EXPEDITED SOLAR.**  4.74 kW PV Solar Panel Installation on Roof
250,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-03-30 19:17:01+00:00,2023-03-29 18:38:08.640000+00:00,2024-01-03 15:50:18+00:00,2023-07-04 04:00:00+00:00,920,Lincoln,,48104,12.19 kW Array
251,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-03-30 19:16:49+00:00,2023-03-29 20:41:15.593000+00:00,2023-12-11 15:32:27+00:00,2023-06-15 04:00:00+00:00,2719,Manchester,,48104,5.74 kW Array
252,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-04-20 16:11:13+00:00,2023-03-30 20:52:17.347000+00:00,2023-11-27 18:24:49+00:00,2023-05-31 04:00:00+00:00,1304,Horman,,48104,21 panel roof mounted solar array with battery backup
253,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-04-20 16:11:49+00:00,2023-03-31 14:12:09.670000+00:00,2023-10-30 13:55:46+00:00,2023-05-03 04:00:00+00:00,1807,Avondale,,48103,installation of 15 panel roof mounted solar array with battery backup
254,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-04-20 16:12:40+00:00,2023-04-04 20:40:43.510000+00:00,2023-11-29 16:30:02+00:00,2023-06-03 04:00:00+00:00,515,Summit,,48103,18 panel roof mounted solar array with battery backup.
255,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-05-10 11:04:46+00:00,2023-04-05 14:01:54.520000+00:00,2023-12-04 15:26:34+00:00,2023-06-15 04:00:00+00:00,2960,Lakeview,,48103,"installation of 19 panel solar array, part on the roof, part on ground racking, with backup battery."
256,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-04-18 15:16:30+00:00,2023-04-05 15:01:30.587000+00:00,2023-11-20 14:27:19+00:00,2023-05-24 04:00:00+00:00,525,Second,,48103,5.74 kW Array
257,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-05-10 11:04:46+00:00,2023-04-05 14:01:54.520000+00:00,2023-12-04 15:26:34+00:00,2023-06-15 04:00:00+00:00,2960,Lakeview,,48103,"installation of 19 panel solar array, part on the roof, part on ground racking, with backup battery."
258,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-04-18 15:16:30+00:00,2023-04-05 15:01:30.587000+00:00,2023-11-20 14:27:19+00:00,2023-05-24 04:00:00+00:00,525,Second,,48103,5.74 kW Array
259,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-04-20 16:12:52+00:00,2023-04-07 12:43:07.467000+00:00,2023-12-27 14:55:31+00:00,2023-06-29 04:00:00+00:00,2103,Copley,,48104,7.22 kW Roof Mounted 19 Panel Solar Array with Battery Storage
260,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-04-18 15:06:27+00:00,2023-04-10 19:58:04.007000+00:00,2023-10-30 17:39:57+00:00,2023-07-04 04:00:00+00:00,3428,Ashburnam,,48105,5.53 kW PV Solar Panel Installation on Roof
261,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-04-18 18:36:39+00:00,2023-04-10 20:07:24.320000+00:00,2023-10-30 13:26:58+00:00,2023-05-04 04:00:00+00:00,3298,Turnberry,,48108,4.74 kW PV Solar Panel Installation on Roof
262,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-04-20 16:13:14+00:00,2023-04-13 20:47:22.560000+00:00,2024-01-22 19:51:40+00:00,2023-07-25 04:00:00+00:00,1391,Esch,,48104,Installation of a roof-mounted solar array consisting of (14) solar panels with micro-inverters and (2) Tesla Powerwall batteries.
263,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-05-03 21:55:11+00:00,2023-04-14 11:39:49.047000+00:00,2023-11-14 15:32:35+00:00,2023-05-19 04:00:00+00:00,1008,Washington,,48103,installation of 28 panel roof mounted solar array with battery backup
264,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Withdrawn,,2023-04-14 14:37:27.393000+00:00,,,515,Summit,,48103,installation of 18 panel solar array with ev charger and battery backup.
